Kind,Identifier,Term
1,6230,"Object, Metalworking, Metalworking Template, Metalworking Pattern, Tracing Pattern"
2,6230,"Object, Metalworking, Metalworking Template, Metalworking Pattern, Tracing Pattern"
1,6232,"Object, Metalworking, Metalworking Tongs"
2,6232,"Object, Metalworking, Metalworking Tongs"
1,6233,"Object, Metalworking, Metalworking Tongs, Bending Tongs"
2,6233,"Object, Metalworking, Metalworking Tongs, Bending Tongs"
1,6234,"Object, Metalworking, Metalworking Tongs, Box Tongs"
2,6234,"Object, Metalworking, Metalworking Tongs, Box Tongs"
1,6235,"Object, Metalworking, Metalworking Tongs, Box Tongs, Double Box Tongs"
2,6235,"Object, Metalworking, Metalworking Tongs, Box Tongs, Double Box Tongs"
1,6236,"Object, Metalworking, Metalworking Tongs, Brazing Tongs"
2,6236,"Object, Metalworking, Metalworking Tongs, Brazing Tongs"
1,6237,"Object, Metalworking, Metalworking Tongs, Drawing Tongs"
2,6237,"Object, Metalworking, Metalworking Tongs, Drawing Tongs"
1,6238,"Object, Metalworking, Metalworking Tongs, Flat Tongs"
2,6238,"Object, Metalworking, Metalworking Tongs, Flat Tongs"
1,6239,"Object, Metalworking, Metalworking Tongs, Flat Tongs, Clip Tongs"
2,6239,"Object, Metalworking, Metalworking Tongs, Flat Tongs, Clip Tongs"
1,6240,"Object, Metalworking, Metalworking Tongs, Gad Tongs"
2,6240,"Object, Metalworking, Metalworking Tongs, Gad Tongs"
1,6241,"Object, Metalworking, Metalworking Tongs, Half-Round Tongs"
2,6241,"Object, Metalworking, Metalworking Tongs, Half-Round Tongs"
1,6242,"Object, Metalworking, Metalworking Tongs, Hammer Tongs"
2,6242,"Object, Metalworking, Metalworking Tongs, Hammer Tongs"
1,6243,"Object, Metalworking, Metalworking Tongs, Hammer Tongs, Box Hammer Tongs"
2,6243,"Object, Metalworking, Metalworking Tongs, Hammer Tongs, Box Hammer Tongs"
1,6244,"Object, Metalworking, Metalworking Tongs, Hollow-Bit Tongs"
2,6244,"Object, Metalworking, Metalworking Tongs, Hollow-Bit Tongs"
1,6245,"Object, Metalworking, Metalworking Tongs, Hollow-Bit Tongs, Bolt Tongs"
2,6245,"Object, Metalworking, Metalworking Tongs, Hollow-Bit Tongs, Bolt Tongs"
1,6246,"Object, Metalworking, Metalworking Tongs, Hollow-Bit Tongs, Round-Lip Tongs"
2,6246,"Object, Metalworking, Metalworking Tongs, Hollow-Bit Tongs, Round-Lip Tongs"
1,6247,"Object, Metalworking, Metalworking Tongs, Hoop Tongs"
2,6247,"Object, Metalworking, Metalworking Tongs, Hoop Tongs"
1,6248,"Object, Metalworking, Metalworking Tongs, Link Tongs"
2,6248,"Object, Metalworking, Metalworking Tongs, Link Tongs"
1,6249,"Object, Metalworking, Metalworking Tongs, Nail Tongs"
2,6249,"Object, Metalworking, Metalworking Tongs, Nail Tongs"
1,6250,"Object, Metalworking, Metalworking Tongs, Pickup Tongs"
2,6250,"Object, Metalworking, Metalworking Tongs, Pickup Tongs"
1,6251,"Object, Metalworking, Metalworking Tongs, Pincer Tongs"
2,6251,"Object, Metalworking, Metalworking Tongs, Pincer Tongs"
1,6252,"Object, Metalworking, Metalworking Tongs, Plow Tongs"
2,6252,"Object, Metalworking, Metalworking Tongs, Plow Tongs"
1,6253,"Object, Metalworking, Metalworking Tongs, Roofing Tongs"
2,6253,"Object, Metalworking, Metalworking Tongs, Roofing Tongs"
1,6254,"Object, Metalworking, Metalworking Tongs, Shoe Tongs"
2,6254,"Object, Metalworking, Metalworking Tongs, Shoe Tongs"
1,6255,"Object, Metalworking, Metalworking Tongs, Side Tongs"
2,6255,"Object, Metalworking, Metalworking Tongs, Side Tongs"
1,6256,"Object, Metalworking, Metalworking Tongs, Side Tongs, Crook-Bit Tongs"
2,6256,"Object, Metalworking, Metalworking Tongs, Side Tongs, Crook-Bit Tongs"
1,6257,"Object, Metalworking, Metalworking Tongs, Sliding Tongs"
2,6257,"Object, Metalworking, Metalworking Tongs, Sliding Tongs"
1,6258,"Object, Metalworking, Metalworking Tongs, Swivel Jaw Tongs"
2,6258,"Object, Metalworking, Metalworking Tongs, Swivel Jaw Tongs"
1,6259,"Object, Metalworking, Metalworking Tongs, Tire Tongs"
2,6259,"Object, Metalworking, Metalworking Tongs, Tire Tongs"
1,6047,"Object, Metalworking, Metalworking Tool Holder"
2,6047,"Object, Metalworking, Metalworking Tool Holder"
1,6048,"Object, Metalworking, Metalworking Tool Holder, Die Holder"
2,6048,"Object, Metalworking, Metalworking Tool Holder, Die Holder"
1,6049,"Object, Metalworking, Metalworking Tool Holder, Scythe Sharpener Holder"
2,6049,"Object, Metalworking, Metalworking Tool Holder, Scythe Sharpener Holder"
1,6050,"Object, Metalworking, Metalworking Tool Holder, Soldering Iron Holder"
2,6050,"Object, Metalworking, Metalworking Tool Holder, Soldering Iron Holder"
1,6051,"Object, Metalworking, Metalworking Tool Holder, Tire Bolt Holder"
2,6051,"Object, Metalworking, Metalworking Tool Holder, Tire Bolt Holder"
1,6272,"Object, Metalworking, Metalworking Vise"
2,6272,"Object, Metalworking, Metalworking Vise"
1,6273,"Object, Metalworking, Metalworking Vise, Bench Vise"
2,6273,"Object, Metalworking, Metalworking Vise, Bench Vise"
1,6274,"Object, Metalworking, Metalworking Vise, Blacksmith's Vise"
2,6274,"Object, Metalworking, Metalworking Vise, Blacksmith's Vise"
1,6275,"Object, Metalworking, Metalworking Vise, Hand Vise"
2,6275,"Object, Metalworking, Metalworking Vise, Hand Vise"
1,6276,"Object, Metalworking, Metalworking Vise, Leg Vise"
2,6276,"Object, Metalworking, Metalworking Vise, Leg Vise"
1,6277,"Object, Metalworking, Metalworking Vise, Machine Vise"
2,6277,"Object, Metalworking, Metalworking Vise, Machine Vise"
1,6278,"Object, Metalworking, Metalworking Vise, Pipe Vise"
2,6278,"Object, Metalworking, Metalworking Vise, Pipe Vise"
1,6279,"Object, Metalworking, Metalworking Vise, Wire Vise"
2,6279,"Object, Metalworking, Metalworking Vise, Wire Vise"
1,6266,"Object, Metalworking, Molder's Trowel"
2,6266,"Object, Metalworking, Molder's Trowel"
1,5972,"Object, Metalworking, Molding Flask"
2,5972,"Object, Metalworking, Molding Flask"
1,5973,"Object, Metalworking, Molding Flask, Snap Flask"
2,5973,"Object, Metalworking, Molding Flask, Snap Flask"
1,5908,"Object, Metalworking, Oil Cup"
2,5908,"Object, Metalworking, Oil Cup"
1,6122,"Object, Metalworking, Oilcan"
2,6122,"Object, Metalworking, Oilcan"
1,6162,"Object, Metalworking, Ore Roaster"
2,6162,"Object, Metalworking, Ore Roaster"
1,6271,"Object, Metalworking, Parting Vessel"
2,6271,"Object, Metalworking, Parting Vessel"
1,6152,"Object, Metalworking, Rabble"
2,6152,"Object, Metalworking, Rabble"
1,6070,"Object, Metalworking, Sand Lifter"
2,6070,"Object, Metalworking, Sand Lifter"
1,6154,"Object, Metalworking, Sand Rammer"
2,6154,"Object, Metalworking, Sand Rammer"
1,6167,"Object, Metalworking, Saw-Set"
2,6167,"Object, Metalworking, Saw-Set"
1,6168,"Object, Metalworking, Saw-Set, Saw Wrest"
2,6168,"Object, Metalworking, Saw-Set, Saw Wrest"
1,6006,"Object, Metalworking, Sharpening Guide"
2,6006,"Object, Metalworking, Sharpening Guide"
1,6193,"Object, Metalworking, Skimmer"
2,6193,"Object, Metalworking, Skimmer"
1,6267,"Object, Metalworking, Slack Tub"
2,6267,"Object, Metalworking, Slack Tub"
1,5890,"Object, Metalworking, Slag Car"
2,5890,"Object, Metalworking, Slag Car"
1,6194,"Object, Metalworking, Socket"
2,6194,"Object, Metalworking, Socket"
1,6007,"Object, Metalworking, Soldering Gun"
2,6007,"Object, Metalworking, Soldering Gun"
1,6063,"Object, Metalworking, Soldering Lamp"
2,6063,"Object, Metalworking, Soldering Lamp"
1,6124,"Object, Metalworking, Soldering Pan"
2,6124,"Object, Metalworking, Soldering Pan"
1,6134,"Object, Metalworking, Soldering Pot"
2,6134,"Object, Metalworking, Soldering Pot"
1,6281,"Object, Metalworking, Spring Winder"
2,6281,"Object, Metalworking, Spring Winder"
1,6210,"Object, Metalworking, Swage"
2,6210,"Object, Metalworking, Swage"
1,6211,"Object, Metalworking, Swage, Anvil Swage"
2,6211,"Object, Metalworking, Swage, Anvil Swage"
1,6212,"Object, Metalworking, Swage, Bolt Heading Swage"
2,6212,"Object, Metalworking, Swage, Bolt Heading Swage"
1,6213,"Object, Metalworking, Swage, Bottom Swage"
2,6213,"Object, Metalworking, Swage, Bottom Swage"
1,6214,"Object, Metalworking, Swage, Creasing Swage"
2,6214,"Object, Metalworking, Swage, Creasing Swage"
1,6215,"Object, Metalworking, Swage, Forming Swage"
2,6215,"Object, Metalworking, Swage, Forming Swage"
1,6216,"Object, Metalworking, Swage, Half-Round Top Swage"
2,6216,"Object, Metalworking, Swage, Half-Round Top Swage"
1,6217,"Object, Metalworking, Swage, Hatchet Swage"
2,6217,"Object, Metalworking, Swage, Hatchet Swage"
1,6218,"Object, Metalworking, Swage, Mandrel Swage"
2,6218,"Object, Metalworking, Swage, Mandrel Swage"
1,6219,"Object, Metalworking, Swage, Necking Swage"
2,6219,"Object, Metalworking, Swage, Necking Swage"
1,6220,"Object, Metalworking, Swage, Nut Swage"
2,6220,"Object, Metalworking, Swage, Nut Swage"
1,6221,"Object, Metalworking, Swage, Spring Swage"
2,6221,"Object, Metalworking, Swage, Spring Swage"
1,6222,"Object, Metalworking, Swage, Top Swage"
2,6222,"Object, Metalworking, Swage, Top Swage"
1,6223,"Object, Metalworking, Swage, V-Shaped Swage"
2,6223,"Object, Metalworking, Swage, V-Shaped Swage"
1,5898,"Object, Metalworking, Tap Chuck"
2,5898,"Object, Metalworking, Tap Chuck"
1,5929,"Object, Metalworking, Thread Cutter"
2,5929,"Object, Metalworking, Thread Cutter"
1,5930,"Object, Metalworking, Thread Cutter, Chaser"
2,5930,"Object, Metalworking, Thread Cutter, Chaser"
1,5933,"Object, Metalworking, Thread Cutter, Screw Plate"
2,5933,"Object, Metalworking, Thread Cutter, Screw Plate"
1,5935,"Object, Metalworking, Thread Cutter, Tap"
2,5935,"Object, Metalworking, Thread Cutter, Tap"
1,5934,"Object, Metalworking, Thread Cutter, Tap and Die Set"
2,5934,"Object, Metalworking, Thread Cutter, Tap and Die Set"
1,5936,"Object, Metalworking, Thread Cutter, Tap, Bottom Tap"
2,5936,"Object, Metalworking, Thread Cutter, Tap, Bottom Tap"
1,5937,"Object, Metalworking, Thread Cutter, Tap, Plug Tap"
2,5937,"Object, Metalworking, Thread Cutter, Tap, Plug Tap"
1,5938,"Object, Metalworking, Thread Cutter, Tap, Taper Tap"
2,5938,"Object, Metalworking, Thread Cutter, Tap, Taper Tap"
1,5931,"Object, Metalworking, Thread Cutter, Thread Cutting Die"
2,5931,"Object, Metalworking, Thread Cutter, Thread Cutting Die"
1,5932,"Object, Metalworking, Thread Cutter, Thread Cutting Die, Screw Die"
2,5932,"Object, Metalworking, Thread Cutter, Thread Cutting Die, Screw Die"
1,6155,"Object, Metalworking, Thread Ratchet"
2,6155,"Object, Metalworking, Thread Ratchet"
1,6270,"Object, Metalworking, Tire Upsetter"
2,6270,"Object, Metalworking, Tire Upsetter"
1,6161,"Object, Metalworking, Tong Ring"
2,6161,"Object, Metalworking, Tong Ring"
1,6265,"Object, Metalworking, Traveler"
2,6265,"Object, Metalworking, Traveler"
1,6268,"Object, Metalworking, Tuyere"
2,6268,"Object, Metalworking, Tuyere"
1,6116,"Object, Metalworking, Welder's Mask"
2,6116,"Object, Metalworking, Welder's Mask"
1,5940,"Object, Metalworking, Wire Drawing Die"
2,5940,"Object, Metalworking, Wire Drawing Die"
1,6125,"Object, Metalworking, Wire Pincers"
2,6125,"Object, Metalworking, Wire Pincers"
1,6269,"Object, Metalworking, Wire Twister"
2,6269,"Object, Metalworking, Wire Twister"
1,6282,"Object, Metalworking, Wrench"
2,6282,"Object, Metalworking, Wrench"
1,6283,"Object, Metalworking, Wrench, Allen Wrench"
2,6283,"Object, Metalworking, Wrench, Allen Wrench"
1,6284,"Object, Metalworking, Wrench, Alligator Wrench"
2,6284,"Object, Metalworking, Wrench, Alligator Wrench"
1,6285,"Object, Metalworking, Wrench, Axle Cap Wrench"
2,6285,"Object, Metalworking, Wrench, Axle Cap Wrench"
1,6286,"Object, Metalworking, Wrench, Box Wrench"
2,6286,"Object, Metalworking, Wrench, Box Wrench"
1,6287,"Object, Metalworking, Wrench, Box-End Wrench"
2,6287,"Object, Metalworking, Wrench, Box-End Wrench"
1,6288,"Object, Metalworking, Wrench, Carriage Nut Wrench"
2,6288,"Object, Metalworking, Wrench, Carriage Nut Wrench"
1,6289,"Object, Metalworking, Wrench, Closed End Wrench"
2,6289,"Object, Metalworking, Wrench, Closed End Wrench"
1,6290,"Object, Metalworking, Wrench, Combination Wrench"
2,6290,"Object, Metalworking, Wrench, Combination Wrench"
1,6291,"Object, Metalworking, Wrench, Crescent Wrench"
2,6291,"Object, Metalworking, Wrench, Crescent Wrench"
1,6292,"Object, Metalworking, Wrench, Impact Wrench"
2,6292,"Object, Metalworking, Wrench, Impact Wrench"
1,6293,"Object, Metalworking, Wrench, Key Wrench"
2,6293,"Object, Metalworking, Wrench, Key Wrench"
1,6294,"Object, Metalworking, Wrench, Monkey Wrench"
2,6294,"Object, Metalworking, Wrench, Monkey Wrench"
1,6295,"Object, Metalworking, Wrench, Open-End Wrench"
2,6295,"Object, Metalworking, Wrench, Open-End Wrench"
1,6296,"Object, Metalworking, Wrench, Pipe Wrench"
2,6296,"Object, Metalworking, Wrench, Pipe Wrench"
1,6297,"Object, Metalworking, Wrench, Pipe Wrench, Chain Tongs"
2,6297,"Object, Metalworking, Wrench, Pipe Wrench, Chain Tongs"
1,6298,"Object, Metalworking, Wrench, Saw Wrench"
2,6298,"Object, Metalworking, Wrench, Saw Wrench"
1,6299,"Object, Metalworking, Wrench, Socket Wrench"
2,6299,"Object, Metalworking, Wrench, Socket Wrench"
1,6300,"Object, Metalworking, Wrench, Spud Wrench"
2,6300,"Object, Metalworking, Wrench, Spud Wrench"
1,6301,"Object, Metalworking, Wrench, T Wrench"
2,6301,"Object, Metalworking, Wrench, T Wrench"
1,6302,"Object, Metalworking, Wrench, Tap Wrench"
2,6302,"Object, Metalworking, Wrench, Tap Wrench"
1,6303,"Object, Metalworking, Wrench, Torque Wrench"
2,6303,"Object, Metalworking, Wrench, Torque Wrench"
1,9857,"Object, Meteorological"
2,9857,"Object, Meteorological"
1,9858,"Object, Meteorological, Aerometer"
2,9858,"Object, Meteorological, Aerometer"
1,9859,"Object, Meteorological, Aethrioscope"
2,9859,"Object, Meteorological, Aethrioscope"
1,9897,"Object, Meteorological, Air Poise"
2,9897,"Object, Meteorological, Air Poise"
1,9861,"Object, Meteorological, Barometer"
2,9861,"Object, Meteorological, Barometer"
1,9863,"Object, Meteorological, Barometer, Aneroid Barometer"
2,9863,"Object, Meteorological, Barometer, Aneroid Barometer"
1,9864,"Object, Meteorological, Barometer, Aneroid Barometer, Aneroidograph"
2,9864,"Object, Meteorological, Barometer, Aneroid Barometer, Aneroidograph"
1,9862,"Object, Meteorological, Barometer, Barograph"
2,9862,"Object, Meteorological, Barometer, Barograph"
1,9865,"Object, Meteorological, Barometer, Mercury Barometer"
2,9865,"Object, Meteorological, Barometer, Mercury Barometer"
1,9866,"Object, Meteorological, Barometer, Sympiesometer"
2,9866,"Object, Meteorological, Barometer, Sympiesometer"
1,9867,"Object, Meteorological, Ceilometer"
2,9867,"Object, Meteorological, Ceilometer"
1,9868,"Object, Meteorological, Diaphanometer"
2,9868,"Object, Meteorological, Diaphanometer"
1,9869,"Object, Meteorological, Disdrometer"
2,9869,"Object, Meteorological, Disdrometer"
1,9870,"Object, Meteorological, Drosometer"
2,9870,"Object, Meteorological, Drosometer"
1,9871,"Object, Meteorological, Evaporimeter"
2,9871,"Object, Meteorological, Evaporimeter"
1,9885,"Object, Meteorological, Hygrometer"
2,9885,"Object, Meteorological, Hygrometer"
1,9886,"Object, Meteorological, Hygrometer, Hygrograph"
2,9886,"Object, Meteorological, Hygrometer, Hygrograph"
1,9887,"Object, Meteorological, Hygrometer, Psychrometer"
2,9887,"Object, Meteorological, Hygrometer, Psychrometer"
1,9888,"Object, Meteorological, Hygrothermograph"
2,9888,"Object, Meteorological, Hygrothermograph"
1,9890,"Object, Meteorological, Koniscope"
2,9890,"Object, Meteorological, Koniscope"
1,9889,"Object, Meteorological, Meteorological Instrument"
2,9889,"Object, Meteorological, Meteorological Instrument"
1,9901,"Object, Meteorological, Meteorological Thermometer"
2,9901,"Object, Meteorological, Meteorological Thermometer"
1,9891,"Object, Meteorological, Meteorometer"
2,9891,"Object, Meteorological, Meteorometer"
1,9892,"Object, Meteorological, Meteorometer, Meteorograph"
2,9892,"Object, Meteorological, Meteorometer, Meteorograph"
1,9893,"Object, Meteorological, Nephoscope"
2,9893,"Object, Meteorological, Nephoscope"
1,9894,"Object, Meteorological, Nephoscope, Cloud Mirror"
2,9894,"Object, Meteorological, Nephoscope, Cloud Mirror"
1,9895,"Object, Meteorological, Ozonometer"
2,9895,"Object, Meteorological, Ozonometer"
1,9896,"Object, Meteorological, Pagoscope"
2,9896,"Object, Meteorological, Pagoscope"
1,9872,"Object, Meteorological, Precipitation Gauge"
2,9872,"Object, Meteorological, Precipitation Gauge"
1,9874,"Object, Meteorological, Precipitation Gauge, Ombrometer"
2,9874,"Object, Meteorological, Precipitation Gauge, Ombrometer"
1,9875,"Object, Meteorological, Precipitation Gauge, Pluviometer"
2,9875,"Object, Meteorological, Precipitation Gauge, Pluviometer"
1,9876,"Object, Meteorological, Precipitation Gauge, Pluviometer, Pluviograph"
2,9876,"Object, Meteorological, Precipitation Gauge, Pluviometer, Pluviograph"
1,9873,"Object, Meteorological, Precipitation Gauge, Snow Gauge"
2,9873,"Object, Meteorological, Precipitation Gauge, Snow Gauge"
1,9877,"Object, Meteorological, Precipitation Gauge, Udometer"
2,9877,"Object, Meteorological, Precipitation Gauge, Udometer"
1,9898,"Object, Meteorological, Radiosonde"
2,9898,"Object, Meteorological, Radiosonde"
1,9899,"Object, Meteorological, Radiosonde, Rawinsonde"
2,9899,"Object, Meteorological, Radiosonde, Rawinsonde"
1,9900,"Object, Meteorological, Sunshine Recorder"
2,9900,"Object, Meteorological, Sunshine Recorder"
1,9860,"Object, Meteorological, Weather Balloon"
2,9860,"Object, Meteorological, Weather Balloon"
1,9878,"Object, Meteorological, Wind Gauge"
2,9878,"Object, Meteorological, Wind Gauge"
1,9879,"Object, Meteorological, Wind Gauge, Anemometer"
2,9879,"Object, Meteorological, Wind Gauge, Anemometer"
1,9881,"Object, Meteorological, Wind Gauge, Anemometer, Air Meter"
