Kind,Identifier,Term
2,14079,"Object, Regalia, Legal Costume, Barrister's Tab"
1,14080,"Object, Regalia, Legal Costume, Barrister's Wig"
2,14080,"Object, Regalia, Legal Costume, Barrister's Wig"
1,14078,"Object, Regalia, Legal Costume, Judicial Robe"
2,14078,"Object, Regalia, Legal Costume, Judicial Robe"
1,14067,"Object, Regalia, Nobility Blanket"
2,14067,"Object, Regalia, Nobility Blanket"
1,14093,"Object, Regalia, Orb"
2,14093,"Object, Regalia, Orb"
1,14095,"Object, Regalia, Pastoral Ring"
2,14095,"Object, Regalia, Pastoral Ring"
1,14094,"Object, Regalia, Pschent"
2,14094,"Object, Regalia, Pschent"
1,14096,"Object, Regalia, Scepter"
2,14096,"Object, Regalia, Scepter"
1,14097,"Object, Regalia, Swagger Stick"
2,14097,"Object, Regalia, Swagger Stick"
1,14098,"Object, Regalia, Tiara"
2,14098,"Object, Regalia, Tiara"
1,14099,"Object, Regalia, Vestment"
2,14099,"Object, Regalia, Vestment"
1,14100,"Object, Regalia, Vestment, Alb"
2,14100,"Object, Regalia, Vestment, Alb"
1,14101,"Object, Regalia, Vestment, Amice"
2,14101,"Object, Regalia, Vestment, Amice"
1,14102,"Object, Regalia, Vestment, Biretta"
2,14102,"Object, Regalia, Vestment, Biretta"
1,14103,"Object, Regalia, Vestment, Buskin"
2,14103,"Object, Regalia, Vestment, Buskin"
1,14104,"Object, Regalia, Vestment, Cassock"
2,14104,"Object, Regalia, Vestment, Cassock"
1,14105,"Object, Regalia, Vestment, Chasuble"
2,14105,"Object, Regalia, Vestment, Chasuble"
1,14106,"Object, Regalia, Vestment, Chimere"
2,14106,"Object, Regalia, Vestment, Chimere"
1,14107,"Object, Regalia, Vestment, Cincture"
2,14107,"Object, Regalia, Vestment, Cincture"
1,14108,"Object, Regalia, Vestment, Clerical Collar"
2,14108,"Object, Regalia, Vestment, Clerical Collar"
1,14109,"Object, Regalia, Vestment, Cope"
2,14109,"Object, Regalia, Vestment, Cope"
1,14110,"Object, Regalia, Vestment, Cotta"
2,14110,"Object, Regalia, Vestment, Cotta"
1,14111,"Object, Regalia, Vestment, Dalmatic"
2,14111,"Object, Regalia, Vestment, Dalmatic"
1,14113,"Object, Regalia, Vestment, Ecclesiastical Hat"
2,14113,"Object, Regalia, Vestment, Ecclesiastical Hat"
1,14122,"Object, Regalia, Vestment, Ecclesiastical Stole"
2,14122,"Object, Regalia, Vestment, Ecclesiastical Stole"
1,14112,"Object, Regalia, Vestment, Geneva Gown"
2,14112,"Object, Regalia, Vestment, Geneva Gown"
1,14124,"Object, Regalia, Vestment, Humeral Veil"
2,14124,"Object, Regalia, Vestment, Humeral Veil"
1,14114,"Object, Regalia, Vestment, Kamelaukion"
2,14114,"Object, Regalia, Vestment, Kamelaukion"
1,14115,"Object, Regalia, Vestment, Maniple"
2,14115,"Object, Regalia, Vestment, Maniple"
1,14116,"Object, Regalia, Vestment, Mantelletta"
2,14116,"Object, Regalia, Vestment, Mantelletta"
1,14117,"Object, Regalia, Vestment, Miter"
2,14117,"Object, Regalia, Vestment, Miter"
1,14118,"Object, Regalia, Vestment, Morse"
2,14118,"Object, Regalia, Vestment, Morse"
1,14119,"Object, Regalia, Vestment, Mozzetta"
2,14119,"Object, Regalia, Vestment, Mozzetta"
1,14120,"Object, Regalia, Vestment, Rochet"
2,14120,"Object, Regalia, Vestment, Rochet"
1,14121,"Object, Regalia, Vestment, Scapular"
2,14121,"Object, Regalia, Vestment, Scapular"
1,14123,"Object, Regalia, Vestment, Surplice"
2,14123,"Object, Regalia, Vestment, Surplice"
1,14125,"Object, Regalia, Vestment, Zuccheto"
2,14125,"Object, Regalia, Vestment, Zuccheto"
1,31,"Object, Register Grate"
2,31,"Object, Register Grate"
1,10047,"Object, Regulative Devices"
2,10047,"Object, Regulative Devices"
1,8811,"Object, Relay"
2,8811,"Object, Relay"
1,13105,"Object, Religious Candlestick"
2,13105,"Object, Religious Candlestick"
1,13106,"Object, Religious Candlestick, Chanukiah"
2,13106,"Object, Religious Candlestick, Chanukiah"
1,13107,"Object, Religious Candlestick, Kinara"
2,13107,"Object, Religious Candlestick, Kinara"
1,13108,"Object, Religious Candlestick, Menorah"
2,13108,"Object, Religious Candlestick, Menorah"
1,13195,"Object, Religious Lamp"
2,13195,"Object, Religious Lamp"
1,13196,"Object, Religious Lamp, Hanukkah Lamp"
2,13196,"Object, Religious Lamp, Hanukkah Lamp"
1,13197,"Object, Religious Lamp, Mosque Lamp"
2,13197,"Object, Religious Lamp, Mosque Lamp"
1,13198,"Object, Religious Lamp, Sabbath Lamp"
2,13198,"Object, Religious Lamp, Sabbath Lamp"
1,13199,"Object, Religious Lamp, Sanctuary Lamp"
2,13199,"Object, Religious Lamp, Sanctuary Lamp"
1,13200,"Object, Religious Lamp, Votive Lamp"
2,13200,"Object, Religious Lamp, Votive Lamp"
1,13093,"Object, Religious Objects"
2,13093,"Object, Religious Objects"
1,13205,"Object, Religious Plaque"
2,13205,"Object, Religious Plaque"
1,13208,"Object, Religious Relic"
2,13208,"Object, Religious Relic"
1,13217,"Object, Religious Symbol"
2,13217,"Object, Religious Symbol"
1,13218,"Object, Religious Symbol, Altarpiece"
2,13218,"Object, Religious Symbol, Altarpiece"
1,13219,"Object, Religious Symbol, Altarpiece, Diptych"
2,13219,"Object, Religious Symbol, Altarpiece, Diptych"
1,13220,"Object, Religious Symbol, Altarpiece, Retable"
2,13220,"Object, Religious Symbol, Altarpiece, Retable"
1,13221,"Object, Religious Symbol, Altarpiece, Triptych"
2,13221,"Object, Religious Symbol, Altarpiece, Triptych"
1,13222,"Object, Religious Symbol, Creche"
2,13222,"Object, Religious Symbol, Creche"
1,13223,"Object, Religious Symbol, Cross"
2,13223,"Object, Religious Symbol, Cross"
1,13224,"Object, Religious Symbol, Cross, Crucifix"
2,13224,"Object, Religious Symbol, Cross, Crucifix"
1,13226,"Object, Religious Symbol, Icon"
2,13226,"Object, Religious Symbol, Icon"
1,13227,"Object, Religious Symbol, Idol"
2,13227,"Object, Religious Symbol, Idol"
1,13228,"Object, Religious Symbol, Kachina"
2,13228,"Object, Religious Symbol, Kachina"
1,13229,"Object, Religious Symbol, Pax"
2,13229,"Object, Religious Symbol, Pax"
1,13225,"Object, Religious Symbol, Religious Figure"
2,13225,"Object, Religious Symbol, Religious Figure"
1,13230,"Object, Religious Symbol, Religious Standard"
2,13230,"Object, Religious Symbol, Religious Standard"
1,13231,"Object, Religious Symbol, Station of the Cross"
2,13231,"Object, Religious Symbol, Station of the Cross"
1,13232,"Object, Religious Symbol, Tiki"
2,13232,"Object, Religious Symbol, Tiki"
1,13234,"Object, Religious Text"
2,13234,"Object, Religious Text"
1,13238,"Object, Religious Text, Altar Card"
2,13238,"Object, Religious Text, Altar Card"
1,13235,"Object, Religious Text, Bible"
2,13235,"Object, Religious Text, Bible"
1,13237,"Object, Religious Text, Breviary"
2,13237,"Object, Religious Text, Breviary"
1,13239,"Object, Religious Text, Devotional Card"
2,13239,"Object, Religious Text, Devotional Card"
1,13241,"Object, Religious Text, Koran"
2,13241,"Object, Religious Text, Koran"
1,13242,"Object, Religious Text, Mezuzah"
2,13242,"Object, Religious Text, Mezuzah"
1,13243,"Object, Religious Text, Missal"
2,13243,"Object, Religious Text, Missal"
1,13236,"Object, Religious Text, Prayer Book"
2,13236,"Object, Religious Text, Prayer Book"
1,13240,"Object, Religious Text, Prayer Card"
2,13240,"Object, Religious Text, Prayer Card"
1,13244,"Object, Religious Text, Prayer Scroll"
2,13244,"Object, Religious Text, Prayer Scroll"
1,13246,"Object, Religious Text, Sepher Torah"
2,13246,"Object, Religious Text, Sepher Torah"
1,13245,"Object, Religious Text, Tanakh"
2,13245,"Object, Religious Text, Tanakh"
1,11306,"Object, Remote Control"
2,11306,"Object, Remote Control"
1,11307,"Object, Remote Control, Remote Servo"
2,11307,"Object, Remote Control, Remote Servo"
1,6593,"Object, Repair Kit"
2,6593,"Object, Repair Kit"
1,10179,"Object, Repeating Circle"
2,10179,"Object, Repeating Circle"
1,8812,"Object, Resistor"
2,8812,"Object, Resistor"
1,8813,"Object, Resistor, Rheostat"
2,8813,"Object, Resistor, Rheostat"
1,10081,"Object, Restraint"
2,10081,"Object, Restraint"
1,10082,"Object, Restraint, Ball and Chain"
2,10082,"Object, Restraint, Ball and Chain"
1,10086,"Object, Restraint, Bilbo"
2,10086,"Object, Restraint, Bilbo"
1,10087,"Object, Restraint, Cangue"
2,10087,"Object, Restraint, Cangue"
1,10084,"Object, Restraint, Chastity Belt"
2,10084,"Object, Restraint, Chastity Belt"
1,10092,"Object, Restraint, Child Leash"
2,10092,"Object, Restraint, Child Leash"
1,10090,"Object, Restraint, Gag"
2,10090,"Object, Restraint, Gag"
1,10088,"Object, Restraint, Restraining Chain"
2,10088,"Object, Restraint, Restraining Chain"
1,10097,"Object, Restraint, Restraining Strap"
2,10097,"Object, Restraint, Restraining Strap"
1,10085,"Object, Restraint, Safety Belt"
2,10085,"Object, Restraint, Safety Belt"
1,10091,"Object, Restraint, Safety Harness"
2,10091,"Object, Restraint, Safety Harness"
1,10093,"Object, Restraint, Shackle"
2,10093,"Object, Restraint, Shackle"
1,10094,"Object, Restraint, Shackle, Handcuff"
2,10094,"Object, Restraint, Shackle, Handcuff"
1,10095,"Object, Restraint, Shackle, Leg Shackle"
2,10095,"Object, Restraint, Shackle, Leg Shackle"
1,10089,"Object, Restraint, Slave Collar"
2,10089,"Object, Restraint, Slave Collar"
1,10096,"Object, Restraint, Straitjacket"
2,10096,"Object, Restraint, Straitjacket"
1,10083,"Object, Restraint, Swaddling Band"
2,10083,"Object, Restraint, Swaddling Band"
1,10348,"Object, Retractable Rule"
2,10348,"Object, Retractable Rule"
1,10349,"Object, Retractable Rule, Tape Measure"
2,10349,"Object, Retractable Rule, Tape Measure"
1,10350,"Object, Retractable Rule, Tape Measure, Steel Tape"
2,10350,"Object, Retractable Rule, Tape Measure, Steel Tape"
1,8814,"Object, Rheotome"
2,8814,"Object, Rheotome"
1,322,"Object, Ridge Cap"
2,322,"Object, Ridge Cap"
1,14859,"Object, Riding Toy"
2,14859,"Object, Riding Toy"
1,14868,"Object, Riding Toy, Child's Wagon"
2,14868,"Object, Riding Toy, Child's Wagon"
1,14863,"Object, Riding Toy, Hobbyhorse"
2,14863,"Object, Riding Toy, Hobbyhorse"
1,14860,"Object, Riding Toy, Hop Ball"
2,14860,"Object, Riding Toy, Hop Ball"
1,14865,"Object, Riding Toy, Irish Mail"
2,14865,"Object, Riding Toy, Irish Mail"
1,14861,"Object, Riding Toy, Kiddie Car"
2,14861,"Object, Riding Toy, Kiddie Car"
1,14862,"Object, Riding Toy, Kiddie Car, Pedal Car"
2,14862,"Object, Riding Toy, Kiddie Car, Pedal Car"
1,14867,"Object, Riding Toy, Pogo Stick"
2,14867,"Object, Riding Toy, Pogo Stick"
1,14864,"Object, Riding Toy, Rocking Horse"
2,14864,"Object, Riding Toy, Rocking Horse"
1,14866,"Object, Riding Toy, Scooter"
2,14866,"Object, Riding Toy, Scooter"
1,6455,"Object, Riffle"
2,6455,"Object, Riffle"
1,6757,"Object, Rigger's Bench"
2,6757,"Object, Rigger's Bench"
1,6316,"Object, Rigging Bar"
2,6316,"Object, Rigging Bar"
1,2921,"Object, Ring Dish"
2,2921,"Object, Ring Dish"
1,10339,"Object, Ring Gauge"
2,10339,"Object, Ring Gauge"
1,13261,"Object, Ring Pillow"
2,13261,"Object, Ring Pillow"
1,13120,"Object, Ritual Container"
2,13120,"Object, Ritual Container"
1,13144,"Object, Ritual Container, Altar Vase"
2,13144,"Object, Ritual Container, Altar Vase"
1,13121,"Object, Ritual Container, Ampulla"
2,13121,"Object, Ritual Container, Ampulla"
1,13146,"Object, Ritual Container, Baptismal Vessel"
2,13146,"Object, Ritual Container, Baptismal Vessel"
1,13147,"Object, Ritual Container, Baptismal Vessel, Baptismal Bowl"
2,13147,"Object, Ritual Container, Baptismal Vessel, Baptismal Bowl"
1,13148,"Object, Ritual Container, Baptismal Vessel, Baptismal Cup"
2,13148,"Object, Ritual Container, Baptismal Vessel, Baptismal Cup"
1,13149,"Object, Ritual Container, Baptismal Vessel, Baptismal Dish"
2,13149,"Object, Ritual Container, Baptismal Vessel, Baptismal Dish"
1,13150,"Object, Ritual Container, Baptismal Vessel, Baptismal Font"
2,13150,"Object, Ritual Container, Baptismal Vessel, Baptismal Font"
1,13126,"Object, Ritual Container, Burse"
2,13126,"Object, Ritual Container, Burse"
1,13131,"Object, Ritual Container, Censer"
2,13131,"Object, Ritual Container, Censer"
1,13127,"Object, Ritual Container, Chalice Case"
2,13127,"Object, Ritual Container, Chalice Case"
1,13132,"Object, Ritual Container, Chrismatory"
2,13132,"Object, Ritual Container, Chrismatory"
1,13133,"Object, Ritual Container, Ciborium"
2,13133,"Object, Ritual Container, Ciborium"
1,13128,"Object, Ritual Container, Ciborium Case"
2,13128,"Object, Ritual Container, Ciborium Case"
1,13151,"Object, Ritual Container, Communion Vessel"
2,13151,"Object, Ritual Container, Communion Vessel"
1,13153,"Object, Ritual Container, Communion Vessel, Altar Cruet"
2,13153,"Object, Ritual Container, Communion Vessel, Altar Cruet"
1,13152,"Object, Ritual Container, Communion Vessel, Chalice"
2,13152,"Object, Ritual Container, Communion Vessel, Chalice"
1,13154,"Object, Ritual Container, Communion Vessel, Communion Cup"
2,13154,"Object, Ritual Container, Communion Vessel, Communion Cup"
1,13155,"Object, Ritual Container, Communion Vessel, Communion Pitcher"
2,13155,"Object, Ritual Container, Communion Vessel, Communion Pitcher"
1,13156,"Object, Ritual Container, Communion Vessel, Communion Plate"
2,13156,"Object, Ritual Container, Communion Vessel, Communion Plate"
1,13157,"Object, Ritual Container, Communion Vessel, Communion Set"
2,13157,"Object, Ritual Container, Communion Vessel, Communion Set"
1,13158,"Object, Ritual Container, Communion Vessel, Communion Spoon"
2,13158,"Object, Ritual Container, Communion Vessel, Communion Spoon"
1,13159,"Object, Ritual Container, Holy Water Vessel"
2,13159,"Object, Ritual Container, Holy Water Vessel"
1,13160,"Object, Ritual Container, Holy Water Vessel, Holy Water Bottle"
2,13160,"Object, Ritual Container, Holy Water Vessel, Holy Water Bottle"
1,13161,"Object, Ritual Container, Holy Water Vessel, Holy Water Font"
2,13161,"Object, Ritual Container, Holy Water Vessel, Holy Water Font"
1,13124,"Object, Ritual Container, Incense Boat"
2,13124,"Object, Ritual Container, Incense Boat"
1,13134,"Object, Ritual Container, Kiddush Cup"
2,13134,"Object, Ritual Container, Kiddush Cup"
1,13162,"Object, Ritual Container, Libation Vessel"
2,13162,"Object, Ritual Container, Libation Vessel"
1,13163,"Object, Ritual Container, Libation Vessel, Libation Bowl"
2,13163,"Object, Ritual Container, Libation Vessel, Libation Bowl"
1,13164,"Object, Ritual Container, Libation Vessel, Libation Cup"
2,13164,"Object, Ritual Container, Libation Vessel, Libation Cup"
1,13165,"Object, Ritual Container, Libation Vessel, Libation Jug"
2,13165,"Object, Ritual Container, Libation Vessel, Libation Jug"
1,13166,"Object, Ritual Container, Libation Vessel, Libation Tank"
2,13166,"Object, Ritual Container, Libation Vessel, Libation Tank"
1,13167,"Object, Ritual Container, Libation Vessel, Libation Vase"
2,13167,"Object, Ritual Container, Libation Vessel, Libation Vase"
1,13123,"Object, Ritual Container, Medicine Bag"
2,13123,"Object, Ritual Container, Medicine Bag"
1,13129,"Object, Ritual Container, Mezuzah Case"
2,13129,"Object, Ritual Container, Mezuzah Case"
1,13136,"Object, Ritual Container, Monstrance"
2,13136,"Object, Ritual Container, Monstrance"
1,13130,"Object, Ritual Container, Monstrance Case"
2,13130,"Object, Ritual Container, Monstrance Case"
1,13137,"Object, Ritual Container, Navette"
2,13137,"Object, Ritual Container, Navette"
1,13138,"Object, Ritual Container, Paten"
2,13138,"Object, Ritual Container, Paten"
1,13139,"Object, Ritual Container, Phiale"
2,13139,"Object, Ritual Container, Phiale"
1,13141,"Object, Ritual Container, Pyx"
2,13141,"Object, Ritual Container, Pyx"
1,13142,"Object, Ritual Container, Reliquary"
2,13142,"Object, Ritual Container, Reliquary"
1,13140,"Object, Ritual Container, Seder Plate"
2,13140,"Object, Ritual Container, Seder Plate"
1,13143,"Object, Ritual Container, Tabernacle"
2,13143,"Object, Ritual Container, Tabernacle"
1,13145,"Object, Ritual Container, Temple Vase"
2,13145,"Object, Ritual Container, Temple Vase"
1,13122,"Object, Ritual Container, Torah Ark"
2,13122,"Object, Ritual Container, Torah Ark"
1,13135,"Object, Ritual Container, Washing Cup"
2,13135,"Object, Ritual Container, Washing Cup"
1,13125,"Object, Ritual Container, Witch Bottle"
2,13125,"Object, Ritual Container, Witch Bottle"
1,13185,"Object, Ritual Flail"
2,13185,"Object, Ritual Flail"
1,13203,"Object, Ritual Mask"
2,13203,"Object, Ritual Mask"
1,2959,"Object, Roach Clip"
2,2959,"Object, Roach Clip"
1,6357,"Object, Rock Channeler"
2,6357,"Object, Rock Channeler"
1,14353,"Object, Rocking Board"
2,14353,"Object, Rocking Board"
1,14311,"Object, Rolling Globe"
2,14311,"Object, Rolling Globe"
1,2972,"Object, Rolling Paper"
2,2972,"Object, Rolling Paper"
1,4173,"Object, Rolling Pin"
2,4173,"Object, Rolling Pin"
1,4017,"Object, Rolling Pin Cover"
2,4017,"Object, Rolling Pin Cover"
1,4034,"Object, Rolling Pin Stand"
2,4034,"Object, Rolling Pin Stand"
1,14810,"Object, Romper Stomper"
2,14810,"Object, Romper Stomper"
1,331,"Object, Roof"
2,331,"Object, Roof"
1,318,"Object, Roof Elements"
2,318,"Object, Roof Elements"
1,444,"Object, Roofing Slate"
2,444,"Object, Roofing Slate"
1,6482,"Object, Rope Socket"
2,6482,"Object, Rope Socket"
1,14974,"Object, Rotary Telephone Dialer"
2,14974,"Object, Rotary Telephone Dialer"
1,9918,"Object, Rotating Condenser"
2,9918,"Object, Rotating Condenser"
1,5635,"Object, Rounder"
2,5635,"Object, Rounder"
1,6958,"Object, Roving Frame"
2,6958,"Object, Roving Frame"
1,6978,"Object, Rug Hook"
2,6978,"Object, Rug Hook"
1,14619,"Object, Rugby Gear"
2,14619,"Object, Rugby Gear"
1,14620,"Object, Rugby Gear, Rugby Ball"
2,14620,"Object, Rugby Gear, Rugby Ball"
1,10351,"Object, Ruler"
2,10351,"Object, Ruler"
1,10353,"Object, Ruler, Extension Rule"
2,10353,"Object, Ruler, Extension Rule"
1,10354,"Object, Ruler, Folding Rule"
2,10354,"Object, Ruler, Folding Rule"
1,10355,"Object, Ruler, Foot Rule"
2,10355,"Object, Ruler, Foot Rule"
1,10352,"Object, Ruler, Meterstick"
2,10352,"Object, Ruler, Meterstick"
1,10356,"Object, Ruler, Yardstick"
2,10356,"Object, Ruler, Yardstick"
1,2714,"Object, Sachet"
2,2714,"Object, Sachet"
1,13194,"Object, Sacrificial Knife"
2,13194,"Object, Sacrificial Knife"
1,11888,"Object, Saddle Cover"
2,11888,"Object, Saddle Cover"
1,5538,"Object, Saddler's File"
2,5538,"Object, Saddler's File"
1,2939,"Object, Sagemono"
2,2939,"Object, Sagemono"
1,2940,"Object, Sagemono, Inro"
2,2940,"Object, Sagemono, Inro"
1,6758,"Object, Sailmaker's Bench"
2,6758,"Object, Sailmaker's Bench"
1,6759,"Object, Sailmaker's Bench-Hook"
2,6759,"Object, Sailmaker's Bench-Hook"
1,6861,"Object, Sailmaker's Palm"
2,6861,"Object, Sailmaker's Palm"
1,6867,"Object, Sailmaker's Pricker"
2,6867,"Object, Sailmaker's Pricker"
1,6869,"Object, Sailmaker's Rubber"
2,6869,"Object, Sailmaker's Rubber"
1,4221,"Object, Salad Spinner"
2,4221,"Object, Salad Spinner"
1,4446,"Object, Salad Washer"
2,4446,"Object, Salad Washer"
1,4188,"Object, Salamander"
2,4188,"Object, Salamander"
1,4467,"Object, Salt Pan"
2,4467,"Object, Salt Pan"
1,5047,"Object, Salt and Pepper Set"
2,5047,"Object, Salt and Pepper Set"
1,5172,"Object, Salver"
2,5172,"Object, Salver"
1,6335,"Object, Sample Bottle"
2,6335,"Object, Sample Bottle"
1,14869,"Object, Sand Toy"
2,14869,"Object, Sand Toy"
1,10046,"Object, Sandbag"
2,10046,"Object, Sandbag"
1,10300,"Object, Sandglass"
2,10300,"Object, Sandglass"
1,10301,"Object, Sandglass, Hourglass"
2,10301,"Object, Sandglass, Hourglass"
1,4224,"Object, Sausage Stuffer"
2,4224,"Object, Sausage Stuffer"
1,6603,"Object, Saw"
2,6603,"Object, Saw"
1,5535,"Object, Sawdust Drum"
2,5535,"Object, Sawdust Drum"
1,10357,"Object, Scale"
2,10357,"Object, Scale"
1,10330,"Object, Scale Component"
2,10330,"Object, Scale Component"
1,10332,"Object, Scale Component, Balance Weight"
2,10332,"Object, Scale Component, Balance Weight"
1,10333,"Object, Scale Component, Balance Weight, Coin Weight"
2,10333,"Object, Scale Component, Balance Weight, Coin Weight"
1,10331,"Object, Scale Component, Scale Scoop"
2,10331,"Object, Scale Component, Scale Scoop"
1,10366,"Object, Scale, Apothecary Scale"
2,10366,"Object, Scale, Apothecary Scale"
1,10358,"Object, Scale, Balance"
2,10358,"Object, Scale, Balance"
1,10359,"Object, Scale, Balance, Analytical Balance"
2,10359,"Object, Scale, Balance, Analytical Balance"
1,10360,"Object, Scale, Balance, Beranger Balance"
2,10360,"Object, Scale, Balance, Beranger Balance"
1,10361,"Object, Scale, Balance, Demonstration Balance"
2,10361,"Object, Scale, Balance, Demonstration Balance"
1,10362,"Object, Scale, Balance, Gram Chain Balance"
2,10362,"Object, Scale, Balance, Gram Chain Balance"
1,10363,"Object, Scale, Balance, Roberval Balance"
2,10363,"Object, Scale, Balance, Roberval Balance"
1,10364,"Object, Scale, Balance, Specific Gravity Balance"
2,10364,"Object, Scale, Balance, Specific Gravity Balance"
1,10365,"Object, Scale, Balance, Torsion Balance"
2,10365,"Object, Scale, Balance, Torsion Balance"
1,10367,"Object, Scale, Bathroom Scale"
2,10367,"Object, Scale, Bathroom Scale"
1,10368,"Object, Scale, Computing Scale"
2,10368,"Object, Scale, Computing Scale"
1,10369,"Object, Scale, Cylinder Scale"
2,10369,"Object, Scale, Cylinder Scale"
1,10370,"Object, Scale, Hopper Scale"
2,10370,"Object, Scale, Hopper Scale"
1,10371,"Object, Scale, Lever Scale"
2,10371,"Object, Scale, Lever Scale"
1,10372,"Object, Scale, Platform Scale"
2,10372,"Object, Scale, Platform Scale"
1,10373,"Object, Scale, Postal Scale"
2,10373,"Object, Scale, Postal Scale"
1,10374,"Object, Scale, Spring Scale"
2,10374,"Object, Scale, Spring Scale"
1,10375,"Object, Scale, Triangular Scale"
2,10375,"Object, Scale, Triangular Scale"
1,10376,"Object, Scale, Truck Scale"
2,10376,"Object, Scale, Truck Scale"
1,3045,"Object, Scalp Brush"
2,3045,"Object, Scalp Brush"
1,3041,"Object, Scarification Tool"
2,3041,"Object, Scarification Tool"
1,10156,"Object, Sceptre Recorder"
2,10156,"Object, Sceptre Recorder"
1,14870,"Object, Scissor Toy"
2,14870,"Object, Scissor Toy"
1,6604,"Object, Scissors"
2,6604,"Object, Scissors"
1,6605,"Object, Scoop"
2,6605,"Object, Scoop"
1,6606,"Object, Scoop, Digging Scoop"
2,6606,"Object, Scoop, Digging Scoop"
1,6918,"Object, Scouring Bowl"
2,6918,"Object, Scouring Bowl"
1,7118,"Object, Scouring Train"
2,7118,"Object, Scouring Train"
1,11293,"Object, Scrambler"
2,11293,"Object, Scrambler"
1,5502,"Object, Scratch Compass"
2,5502,"Object, Scratch Compass"
1,3725,"Object, Scratching Post"
2,3725,"Object, Scratching Post"
1,6607,"Object, Screwdriver"
2,6607,"Object, Screwdriver"
1,6608,"Object, Screwdriver, Offset Screwdriver"
2,6608,"Object, Screwdriver, Offset Screwdriver"
1,6609,"Object, Screwdriver, Ratchet Screwdriver"
2,6609,"Object, Screwdriver, Ratchet Screwdriver"
1,5430,"Object, Sculpting Stand"
2,5430,"Object, Sculpting Stand"
1,14871,"Object, Sculpting Toy"
2,14871,"Object, Sculpting Toy"
1,14872,"Object, Sculpting Toy, Modeling Clay"
2,14872,"Object, Sculpting Toy, Modeling Clay"
1,14873,"Object, Sculpting Toy, Play Putty"
2,14873,"Object, Sculpting Toy, Play Putty"
1,14874,"Object, Sculpting Toy, Toy Sculpting Tool"
2,14874,"Object, Sculpting Toy, Toy Sculpting Tool"
1,310,"Object, Scupper"
2,310,"Object, Scupper"
1,6913,"Object, Scutching Board"
2,6913,"Object, Scutching Board"
1,6982,"Object, Scutching Knife"
2,6982,"Object, Scutching Knife"
1,13997,"Object, Seal"
2,13997,"Object, Seal"
1,13998,"Object, Seal, Signet Ring"
2,13998,"Object, Seal, Signet Ring"
1,13999,"Object, Seal, Wafer"
2,13999,"Object, Seal, Wafer"
1,71,"Object, Sealant"
2,71,"Object, Sealant"
1,72,"Object, Sealant, Caulk"
2,72,"Object, Sealant, Caulk"
1,73,"Object, Sealant, Chinking"
2,73,"Object, Sealant, Chinking"
1,74,"Object, Sealant, Daub"
2,74,"Object, Sealant, Daub"
1,75,"Object, Sealant, Flashing"
2,75,"Object, Sealant, Flashing"
1,76,"Object, Sealant, Insulation"
2,76,"Object, Sealant, Insulation"
1,77,"Object, Sealant, Oakum"
2,77,"Object, Sealant, Oakum"
1,78,"Object, Sealant, Tar Paper"
2,78,"Object, Sealant, Tar Paper"
1,6812,"Object, Seam Guide"
2,6812,"Object, Seam Guide"
1,5678,"Object, Seam Turner"
2,5678,"Object, Seam Turner"
1,5560,"Object, Seat Iron"
2,5560,"Object, Seat Iron"
1,227,"Object, Securing Device"
2,227,"Object, Securing Device"
1,231,"Object, Securing Device, Awning Cleat"
2,231,"Object, Securing Device, Awning Cleat"
1,228,"Object, Securing Device, Chain Bolt"
2,228,"Object, Securing Device, Chain Bolt"
1,232,"Object, Securing Device, Chain Bolt Fastener"
2,232,"Object, Securing Device, Chain Bolt Fastener"
1,229,"Object, Securing Device, Door Bolt"
2,229,"Object, Securing Device, Door Bolt"
1,236,"Object, Securing Device, Door Lock"
2,236,"Object, Securing Device, Door Lock"
1,230,"Object, Securing Device, Draw Bolt"
2,230,"Object, Securing Device, Draw Bolt"
1,234,"Object, Securing Device, Hasp"
2,234,"Object, Securing Device, Hasp"
1,233,"Object, Securing Device, Keyhole Fitting"
2,233,"Object, Securing Device, Keyhole Fitting"
1,235,"Object, Securing Device, Latch"
2,235,"Object, Securing Device, Latch"
1,238,"Object, Securing Device, Strike Plate"
2,238,"Object, Securing Device, Strike Plate"
1,237,"Object, Securing Device, Window Lock"
2,237,"Object, Securing Device, Window Lock"
1,10036,"Object, Security Device"
2,10036,"Object, Security Device"
1,10038,"Object, Security Device, Key"
2,10038,"Object, Security Device, Key"
1,10037,"Object, Security Device, Key Card"
2,10037,"Object, Security Device, Key Card"
1,10042,"Object, Security Device, Security Card Reader"
2,10042,"Object, Security Device, Security Card Reader"
1,10039,"Object, Security Device, Security Keypad"
2,10039,"Object, Security Device, Security Keypad"
1,10040,"Object, Security Device, Security Lock"
2,10040,"Object, Security Device, Security Lock"
1,10041,"Object, Security Device, Security Lock, Padlock"
2,10041,"Object, Security Device, Security Lock, Padlock"
1,10043,"Object, Security Device, Security Scanner"
2,10043,"Object, Security Device, Security Scanner"
1,10044,"Object, Security Device, Security Scanner, X-Ray Security Scanner"
2,10044,"Object, Security Device, Security Scanner, X-Ray Security Scanner"
1,4456,"Object, Seed Crusher"
2,4456,"Object, Seed Crusher"
1,8389,"Object, Selenotrope"
2,8389,"Object, Selenotrope"
1,10220,"Object, Semicircumferentor"
2,10220,"Object, Semicircumferentor"
1,5088,"Object, Server"
2,5088,"Object, Server"
1,5089,"Object, Server, Cake Server"
